,3_text.txt
running,5.7655053657636605e-05
runout,1.153101073152732e-05
runrate,3.84367024384244e-06
runs,4.996771316995172e-05
runway,7.68734048768488e-06
rup,3.84367024384244e-06
rupaiya,3.84367024384244e-06
rupay,3.074936195073952e-05
rupaye,3.8436702438424406e-05
rupe,1.537468097536976e-05
rupee,5.3811383413794166e-05
rupees,5.3811383413794166e-05
rupey,3.84367024384244e-06
rupeye,3.84367024384244e-06
rupiya,3.84367024384244e-06
rupye,1.537468097536976e-05
rural,1.153101073152732e-05
rush,3.84367024384244e-06
ruskooooo,3.84367024384244e-06
russell,1.537468097536976e-05
russia,7.302973463300636e-05
russian,1.153101073152732e-05
ruteee,3.84367024384244e-06
ruth,3.84367024384244e-06
rvp,1.9218351219212203e-05
rx,3.84367024384244e-06
ry,7.68734048768488e-06
ryan,1.537468097536976e-05
ryder,3.84367024384244e-06
ryply,3.84367024384244e-06
ryt,3.459303219458196e-05
rythem,3.84367024384244e-06
s,0.003824451892623228
sa,0.00033055564097044985
saa,1.153101073152732e-05
saaaaaavdhan,3.84367024384244e-06
saaaalaaa,3.84367024384244e-06
saaaalaaaa,3.84367024384244e-06
saaab,3.84367024384244e-06
saaala,3.84367024384244e-06
saaath,3.84367024384244e-06
saab,5.3811383413794166e-05
saabit,1.537468097536976e-05
saabith,1.537468097536976e-05
saabka,3.84367024384244e-06
saachaa,3.84367024384244e-06
saad,3.84367024384244e-06
saada,7.68734048768488e-06
saadi,1.537468097536976e-05
saaf,6.149872390147904e-05
saahab,3.84367024384244e-06
saahallah,3.84367024384244e-06
saakey,3.84367024384244e-06
saal,0.0002536822360936011
saala,0.00016912149072906738
saale,0.00020755819316749176
saaley,3.84367024384244e-06
saali,7.68734048768488e-06
saalla,3.84367024384244e-06
saallllluuuu,3.84367024384244e-06
saalo,2.6905691706897083e-05
saalon,3.84367024384244e-06
saaman,3.84367024384244e-06
saamne,9.993542633990344e-05
saan,1.537468097536976e-05
saanp,3.84367024384244e-06
saans,2.6905691706897083e-05
saansdon,3.84367024384244e-06
saanse,3.84367024384244e-06
saap,1.537468097536976e-05
saar,3.84367024384244e-06
saara,2.306202146305464e-05
saare,0.0002190892038990191
saarey,3.84367024384244e-06
saari,7.302973463300636e-05
saaru,3.84367024384244e-06
saash,3.84367024384244e-06
saat,1.9218351219212203e-05
saath,0.00045355308877340794
saatha,3.84367024384244e-06
saathiyon,3.84367024384244e-06
saazish,3.84367024384244e-06
sab,0.001510562405830079
sabah,3.84367024384244e-06
sabak,7.68734048768488e-06
sabaka,3.84367024384244e-06
sabal,3.84367024384244e-06
sabar,3.84367024384244e-06
sabbas,7.68734048768488e-06
sabbatical,3.84367024384244e-06
sabbbb,3.84367024384244e-06
sabe,7.68734048768488e-06
sabh,3.84367024384244e-06
sabha,4.612404292610928e-05
sabhayata,3.84367024384244e-06
sabhe,3.84367024384244e-06
sabhi,0.00013068478829064296
sabhki,3.84367024384244e-06
sabi,2.6905691706897083e-05
sabit,2.306202146305464e-05
sabji,3.84367024384244e-06
sabka,6.149872390147904e-05
sabkabudget,3.8436702438424406e-05
sabke,6.149872390147904e-05
sabki,5.3811383413794166e-05
sabko,0.00013837212877832784
sabkuch,3.84367024384244e-06
sabkuchfree,3.84367024384244e-06
sablogon,3.84367024384244e-06
sabme,3.84367024384244e-06
sabne,1.9218351219212203e-05
sabny,3.84367024384244e-06
sabol,3.84367024384244e-06
sabr,1.153101073152732e-05
sabra,3.84367024384244e-06
sabres,3.84367024384244e-06
sabse,0.0003613050029211894
sabsey,7.68734048768488e-06
sabsi,3.84367024384244e-06
sabsidy,3.84367024384244e-06
sabzi,1.153101073152732e-05
sac,1.153101073152732e-05
saccha,1.153101073152732e-05
sacchai,7.68734048768488e-06
sacchayi,3.84367024384244e-06
sacchhi,3.84367024384244e-06
sacchi,1.9218351219212203e-05
sach,0.00022677654438670397
sacha,1.9218351219212203e-05
sachai,3.84367024384244e-06
sachcha,7.68734048768488e-06
sachche,1.153101073152732e-05
sachchi,3.84367024384244e-06
sachdev,3.84367024384244e-06
sache,1.153101073152732e-05
sachha,3.84367024384244e-06
sachhae,3.84367024384244e-06
sachhe,3.84367024384244e-06
sachhi,1.153101073152732e-05
sachi,1.9218351219212203e-05
sachin,6.149872390147904e-05
sachme,7.68734048768488e-06
sachmooch,3.84367024384244e-06
sack,7.68734048768488e-06
sacramento,1.537468097536976e-05
sacred,1.9218351219212203e-05
sacrifice,1.537468097536976e-05
sad,0.00014990313950985517
sada,1.9218351219212203e-05
sadaf,7.68734048768488e-06
sadai,7.68734048768488e-06
sadaib,3.84367024384244e-06
sadak,7.68734048768488e-06
sadar,7.68734048768488e-06
sadat,2.306202146305464e-05
sadbudhi,3.84367024384244e-06
saddaa,3.84367024384244e-06
sade,7.68734048768488e-06
sadgi,3.84367024384244e-06
sadhi,3.84367024384244e-06
sadhu,3.84367024384244e-06
sadhvi,3.84367024384244e-06
sadi,3.8436702438424406e-05
sadiq,3.84367024384244e-06
sadiyon,3.84367024384244e-06
sadk,3.84367024384244e-06
sadkon,1.153101073152732e-05
sadness,3.84367024384244e-06
sadupayog,3.84367024384244e-06
sae,1.537468097536976e-05
saeed,3.84367024384244e-06
saf,3.459303219458196e-05
safai,1.537468097536976e-05
safal,2.306202146305464e-05
safar,7.68734048768488e-06
safari,7.68734048768488e-06
safayi,7.68734048768488e-06
safdarjung,3.84367024384244e-06
safe,9.6091756096061e-05
safed,3.84367024384244e-06
safely,3.84367024384244e-06
safer,7.68734048768488e-06
safety,3.8436702438424406e-05
saff,3.84367024384244e-06
safty,3.84367024384244e-06
sag,3.459303219458196e-05
saga,3.84367024384244e-06
sage,3.84367024384244e-06
sagged,3.84367024384244e-06
sagittarius,3.84367024384244e-06
sah,3.84367024384244e-06
saha,3.84367024384244e-06
sahab,5.3811383413794166e-05
sahabto,3.84367024384244e-06
sahamat,3.84367024384244e-06
sahar,3.84367024384244e-06
sahara,1.153101073152732e-05
sahb,7.68734048768488e-06
sahe,7.68734048768488e-06
saheb,7.68734048768488e-06
sahedo,3.84367024384244e-06
saheed,1.153101073152732e-05
sahenge,3.84367024384244e-06
saher,3.84367024384244e-06
saheri,3.84367024384244e-06
sahi,0.0005957688877955783
sahib,3.84367024384244e-06
sahiba,7.68734048768488e-06
sahid,7.68734048768488e-06
sahil,1.153101073152732e-05
sahmat,7.68734048768488e-06
sahnawaz,3.84367024384244e-06
sahota,3.84367024384244e-06
sahr,3.84367024384244e-06
sahre,3.84367024384244e-06
sahro,3.84367024384244e-06
sahyog,3.84367024384244e-06
sai,7.302973463300636e-05
said,0.0002498385658497586
saiiii,3.84367024384244e-06
sailaab,3.84367024384244e-06
sailari,3.84367024384244e-06
sailors,3.84367024384244e-06
saiman,3.84367024384244e-06
saini,3.84367024384244e-06
sainik,3.84367024384244e-06
sainiko,7.68734048768488e-06
saint,1.153101073152732e-05
saints,1.537468097536976e-05
saintsfc,3.84367024384244e-06
saitan,7.68734048768488e-06
saiyaa,3.84367024384244e-06
saja,1.153101073152732e-05
sajaane,3.84367024384244e-06
sajhedari,3.84367024384244e-06
sajis,3.84367024384244e-06
sajish,3.84367024384244e-06
sajjan,3.84367024384244e-06
saka,3.074936195073952e-05
sakal,1.153101073152732e-05
sakata,3.84367024384244e-06
sakate,3.84367024384244e-06
sakda,3.84367024384244e-06
sake,9.993542633990344e-05
sakenge,3.84367024384244e-06
sakengi,3.84367024384244e-06
sakey,3.84367024384244e-06
sakht,3.84367024384244e-06
sakhta,7.68734048768488e-06
sakhte,1.153101073152732e-05
saki,3.84367024384244e-06
sakina,3.84367024384244e-06
sakle,3.84367024384244e-06
sako,3.84367024384244e-06
saks,3.84367024384244e-06
saksham,7.68734048768488e-06
sakshee,3.84367024384244e-06
sakshi,7.68734048768488e-06
sakta,0.0004573967590172504
saktahu,3.84367024384244e-06
sakte,0.0002383075551182313
saktea,3.84367024384244e-06
sakteho,3.84367024384244e-06
saktein,3.84367024384244e-06
saktey,3.84367024384244e-06
saktha,3.84367024384244e-06
sakti,0.00011146643707143077
sakty,3.84367024384244e-06
saktye,3.84367024384244e-06
saku,1.537468097536976e-05
sakun,3.84367024384244e-06
sakunga,3.84367024384244e-06
sal,6.918606438916392e-05
sala,0.00033824298145813475
salaaa,3.84367024384244e-06
salaam,2.306202146305464e-05
salam,0.00013452845853448542
salamaat,3.84367024384244e-06
salaman,2.306202146305464e-05
salamat,3.84367024384244e-06
salame,3.84367024384244e-06
salami,3.84367024384244e-06
salamin,3.84367024384244e-06
salammodi,3.84367024384244e-06
salamn,7.68734048768488e-06
salamolay,3.84367024384244e-06
salaries,3.84367024384244e-06
salary,7.68734048768488e-06
salay,1.153101073152732e-05
sale,0.00030749361950739524
saleem,3.84367024384244e-06
salei,3.84367024384244e-06
sales,3.84367024384244e-06
salesar,3.84367024384244e-06
salesman,3.84367024384244e-06
salfish,3.84367024384244e-06
salg,3.84367024384244e-06
salgira,3.84367024384244e-06
salhe,3.84367024384244e-06
sali,2.306202146305464e-05
salim,3.84367024384244e-06
salina,3.84367024384244e-06
sall,3.84367024384244e-06
salla,1.537468097536976e-05
salle,7.68734048768488e-06
sallllluuuu,3.84367024384244e-06
salllluuuu,7.68734048768488e-06
salllu,1.537468097536976e-05
sallluuuu,3.84367024384244e-06
sallluuuuuuuuuuu,3.84367024384244e-06
sallman,7.68734048768488e-06
sallo,1.153101073152732e-05
sallooo,3.84367024384244e-06
sallu,0.0005650195258448387
sallubhai,3.84367024384244e-06
sallumeya,3.84367024384244e-06
salluu,3.84367024384244e-06
salluuu,7.68734048768488e-06
salluuuu,3.84367024384244e-06
salluuuuuuu,3.84367024384244e-06
sally,3.84367024384244e-06
salmaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaan,3.84367024384244e-06
salmaaaan,3.84367024384244e-06
salmaaan,3.84367024384244e-06
salmaaann,3.84367024384244e-06
salmaaannnn,3.84367024384244e-06
salmaan,7.302973463300636e-05
salmaannnnnnnnmnmm,3.84367024384244e-06
salmam,1.153101073152732e-05
salman,0.003432397527751299
salmania,3.84367024384244e-06
salmanji,3.84367024384244e-06
salmankan,3.84367024384244e-06
salmankhan,1.537468097536976e-05
salmannnnn,3.84367024384244e-06
salmannnnnn,3.84367024384244e-06
salmannnnnnnn,3.84367024384244e-06
salmanu,3.84367024384244e-06
salmn,3.84367024384244e-06
salmon,7.68734048768488e-06
salmonellosis,3.84367024384244e-06
salo,3.8436702438424406e-05
salok,3.84367024384244e-06
salon,7.68734048768488e-06
saloni,3.84367024384244e-06
saloo,7.68734048768488e-06
salsa,3.84367024384244e-06
salt,1.153101073152732e-05
saltalamacchia,3.84367024384244e-06
salu,9.993542633990344e-05
salute,0.00010762276682758833
saluu,3.84367024384244e-06
saluuuu,7.68734048768488e-06
saluuuuuuu,3.84367024384244e-06
salwaar,3.84367024384244e-06
sam,4.996771316995172e-05
sama,3.84367024384244e-06
samaan,1.153101073152732e-05
samabhav,3.84367024384244e-06
samach,3.84367024384244e-06
samachaar,3.84367024384244e-06
samachar,3.84367024384244e-06
samadhan,3.84367024384244e-06
samadhis,3.84367024384244e-06
samag,3.84367024384244e-06
samah,3.84367024384244e-06
samaira,3.84367024384244e-06
samaj,8.456074536453369e-05
samajh,0.00015759047999754005
samajhar,3.84367024384244e-06
samajhdar,7.68734048768488e-06
samajhenge,3.84367024384244e-06
samajhna,3.84367024384244e-06
samajhne,1.537468097536976e-05
samajhta,3.84367024384244e-06
samajhte,1.537468097536976e-05
samajhti,3.84367024384244e-06
samajjao,3.84367024384244e-06
samajseva,3.84367024384244e-06
samajte,3.84367024384244e-06
samajti,3.84367024384244e-06
samajwadi,3.84367024384244e-06
samal,3.84367024384244e-06
samalkhe,3.84367024384244e-06
saman,1.153101073152732e-05
samane,3.84367024384244e-06
samapti,3.84367024384244e-06
samar,7.68734048768488e-06
samarpit,3.84367024384244e-06
samarth,3.84367024384244e-06
samarthak,3.84367024384244e-06
samarthan,2.306202146305464e-05
samarthyavan,3.84367024384244e-06
samasya,1.153101073152732e-05
samata,3.84367024384244e-06
samausa,3.84367024384244e-06
samay,7.302973463300636e-05
sambandh,7.68734048768488e-06
sambhaal,7.68734048768488e-06
sambhaalne,3.84367024384244e-06
sambhal,1.9218351219212203e-05
sambhala,3.84367024384244e-06
sambhalega,7.68734048768488e-06
sambhali,3.84367024384244e-06
sambhalke,3.84367024384244e-06
sambhalne,3.84367024384244e-06
sambhalta,3.84367024384244e-06
sambhalti,3.84367024384244e-06
sambhli,3.84367024384244e-06
sambhodhit,3.84367024384244e-06
sambit,3.84367024384244e-06
same,0.00046124042926109284
sameer,7.68734048768488e-06
samga,3.84367024384244e-06
samghdaari,3.84367024384244e-06
samghe,3.84367024384244e-06
samghta,3.84367024384244e-06
samhal,3.84367024384244e-06
samil,1.537468097536976e-05
samir,3.84367024384244e-06
samit,3.84367024384244e-06
samj,2.306202146305464e-05
samja,7.68734048768488e-06
samjaye,3.84367024384244e-06
samje,7.68734048768488e-06
samjege,3.84367024384244e-06
samjh,6.149872390147904e-05
samjha,3.8436702438424406e-05
samjhaa,7.68734048768488e-06
samjhaiya,3.84367024384244e-06
samjhajaya,7.68734048768488e-06
samjhan,3.84367024384244e-06
samjhane,7.68734048768488e-06
samjhao,1.537468097536976e-05
samjhaun,3.84367024384244e-06
samjhay,3.84367024384244e-06
samjhaya,7.68734048768488e-06
samjhayenge,3.84367024384244e-06
samjhdar,7.68734048768488e-06
samjhe,1.153101073152732e-05
samjhega,3.84367024384244e-06
samjhegi,3.84367024384244e-06
samjhi,3.84367024384244e-06
samjhne,1.537468097536976e-05
samjho,1.537468097536976e-05
samjhoge,3.84367024384244e-06
samjhta,1.537468097536976e-05
samjhte,1.153101073152732e-05
samjhtey,3.84367024384244e-06
samjhti,7.68734048768488e-06
samjo,1.153101073152732e-05
samjte,3.84367024384244e-06
samjthi,3.84367024384244e-06
samjti,3.84367024384244e-06
samman,1.9218351219212203e-05
sammananiy,3.84367024384244e-06
sammanit,3.84367024384244e-06
samna,7.68734048768488e-06
samnay,3.84367024384244e-06
samne,0.00011915377755911565
samnese,3.84367024384244e-06
samose,2.6905691706897083e-05
sampark,7.68734048768488e-06
sampatti,3.84367024384244e-06
sampoorna,3.84367024384244e-06
samsimmons,3.84367024384244e-06
samson,3.84367024384244e-06
samsung,7.68734048768488e-06
samsya,7.68734048768488e-06
samsyaa,3.84367024384244e-06
samsyaye,3.84367024384244e-06
samudra,3.84367024384244e-06
samuel,3.84367024384244e-06
samundar,3.84367024384244e-06
samurai,3.84367024384244e-06
samy,3.84367024384244e-06
samze,7.68734048768488e-06
san,0.00013068478829064296
sana,7.68734048768488e-06
sanaata,3.84367024384244e-06
sanak,3.84367024384244e-06
sanam,2.306202146305464e-05
sanatan,3.84367024384244e-06
sanction,3.84367024384244e-06
sandal,1.9218351219212203e-05
sandhya,3.84367024384244e-06
sandy,3.459303219458196e-05
sang,1.9218351219212203e-05
sangam,3.84367024384244e-06
sangat,3.84367024384244e-06
sangathno,3.84367024384244e-06
sangh,1.153101073152732e-05
sangharsh,1.537468097536976e-05
sanghie,3.84367024384244e-06
sangis,3.84367024384244e-06
sangsthan,3.84367024384244e-06
sania,1.537468097536976e-05
sanima,3.84367024384244e-06
sanitation,3.84367024384244e-06
saniya,1.153101073152732e-05
sanjay,1.537468097536976e-05
sanjayazadsln,3.84367024384244e-06
sanjaydutt,3.84367024384244e-06
sanjh,3.84367024384244e-06
sankalp,3.84367024384244e-06
sanman,3.84367024384244e-06
sann,3.84367024384244e-06
sannata,1.537468097536976e-05
sansad,3.84367024384244e-06
sanskrit,7.68734048768488e-06
sanskriti,7.68734048768488e-06
sansodhan,3.84367024384244e-06
sant,7.68734048768488e-06
santan,3.84367024384244e-06
santi,3.84367024384244e-06
santos,7.68734048768488e-06
santosh,7.68734048768488e-06
santushta,3.84367024384244e-06
sanu,1.153101073152732e-05
sanyaas,3.84367024384244e-06
sanyam,7.68734048768488e-06
sanyas,3.84367024384244e-06
sanyog,3.84367024384244e-06
sapath,1.153101073152732e-05
saphila,3.84367024384244e-06
sapna,7.687340487684881e-05
sapne,8.840441560837613e-05
sapney,1.537468097536976e-05
sapno,2.6905691706897083e-05
saport,3.84367024384244e-06
sapourt,3.84367024384244e-06
saqal,7.68734048768488e-06
sar,8.456074536453369e-05
sara,5.3811383413794166e-05
sarah,1.537468097536976e-05
sarahglive,3.84367024384244e-06
saral,3.84367024384244e-06
sarally,3.84367024384244e-06
saram,1.153101073152732e-05
sarat,7.68734048768488e-06
sarcasm,7.68734048768488e-06
sarcastic,7.68734048768488e-06
sardaar,3.84367024384244e-06
sardar,3.84367024384244e-06
sardi,1.9218351219212203e-05
sare,0.0002767442575566557
saree,7.68734048768488e-06
sarees,3.84367024384244e-06
sarey,3.84367024384244e-06
sarf,3.84367024384244e-06
sarfaraz,3.84367024384244e-06
sarfira,3.84367024384244e-06
sari,0.00014990313950985517
sarika,3.84367024384244e-06
sarkaar,4.2280372682266844e-05
sarkar,0.00024215122536207375
sarkarein,7.68734048768488e-06
sarkari,1.9218351219212203e-05
sarkaro,3.84367024384244e-06
sarm,3.84367024384244e-06
sarma,3.84367024384244e-06
sarminda,3.84367024384244e-06
saroj,3.84367024384244e-06
sarokaar,3.84367024384244e-06
sarra,3.84367024384244e-06
sarre,3.84367024384244e-06
sars,3.84367024384244e-06
sarukh,3.84367024384244e-06
sarv,3.84367024384244e-06
sasa,3.84367024384244e-06
sasan,3.84367024384244e-06
sassery,3.84367024384244e-06
sasta,7.68734048768488e-06
sastaa,3.84367024384244e-06
saste,1.537468097536976e-05
sasti,1.9218351219212203e-05
sastrikal,3.84367024384244e-06
sasuraal,3.84367024384244e-06
sasural,1.537468097536976e-05
sat,0.00031133728975123767
sata,3.84367024384244e-06
sataao,3.84367024384244e-06
satak,3.84367024384244e-06
satambh,3.84367024384244e-06
satara,3.84367024384244e-06
sateek,3.84367024384244e-06
satellite,3.84367024384244e-06
satgur,2.6905691706897083e-05
satgurru,3.84367024384244e-06
satguru,8.071707512069125e-05
satgurutera,3.84367024384244e-06
sath,0.0008071707512069125
satha,7.68734048768488e-06
sathe,7.68734048768488e-06
sathi,1.153101073152732e-05
sathio,3.84367024384244e-06
sathiya,2.6905691706897083e-05
sathiyo,7.68734048768488e-06
sathya,3.84367024384244e-06
sati,7.68734048768488e-06
satin,3.84367024384244e-06
satire,3.84367024384244e-06
satirical,3.84367024384244e-06
satisfaction,3.84367024384244e-06
satisfied,3.84367024384244e-06
satisfy,3.84367024384244e-06
satisfying,3.84367024384244e-06
satish,7.68734048768488e-06
satishupadhyay,3.84367024384244e-06
satiyagaya,3.84367024384244e-06
satiyha,3.84367024384244e-06
satlokpur,3.84367024384244e-06
satna,1.153101073152732e-05
satnam,1.537468097536976e-05
satoriyo,3.84367024384244e-06
sats,3.84367024384244e-06
satsang,3.84367024384244e-06
satta,2.306202146305464e-05
sattee,3.84367024384244e-06
satti,3.84367024384244e-06
saturday,0.0005650195258448387
satuts,3.84367024384244e-06
satwaenge,3.84367024384244e-06
satya,1.9218351219212203e-05
satyaanash,3.84367024384244e-06
satyanaash,7.68734048768488e-06
satyanash,3.84367024384244e-06
satyug,3.84367024384244e-06
saubhagy,3.84367024384244e-06
saucy,3.84367024384244e-06
sauda,2.306202146305464e-05
saudagar,3.84367024384244e-06
saudi,3.84367024384244e-06
sauna,3.84367024384244e-06
saurabh,3.84367024384244e-06
sausages,3.84367024384244e-06
savagely,7.68734048768488e-06
savalon,3.84367024384244e-06
savarnim,3.84367024384244e-06
savdhan,3.84367024384244e-06
save,5.7655053657636605e-05
saved,7.68734048768488e-06
savera,7.68734048768488e-06
savere,3.84367024384244e-06
savi,3.84367024384244e-06
savinay,3.84367024384244e-06
savind,3.84367024384244e-06
saving,1.9218351219212203e-05
savings,3.84367024384244e-06
savitri,7.68734048768488e-06
savsind,1.9218351219212203e-05
savwi,3.84367024384244e-06
saw,0.0001229974478029581
sawaal,7.68734048768488e-06
sawaar,3.84367024384244e-06
sawal,6.149872390147904e-05
sawan,3.84367024384244e-06
sawant,3.84367024384244e-06
sawar,1.153101073152732e-05
sawarne,3.84367024384244e-06
sawasth,3.84367024384244e-06
sawdhan,3.84367024384244e-06
saxena,1.153101073152732e-05
say,0.0004573967590172504
sayad,4.2280372682266844e-05
sayakattaru,3.84367024384244e-06
sayang,3.84367024384244e-06
sayd,3.84367024384244e-06
sayed,7.68734048768488e-06
sayg,3.84367024384244e-06
sayin,1.9218351219212203e-05
saying,0.00010762276682758833
sayng,7.68734048768488e-06
says,0.0001729651609729098
saytan,3.84367024384244e-06
saza,3.84367024384244e-06
sazaa,3.84367024384244e-06
saziailmiissounlucky,3.84367024384244e-06
sb,0.0004420220780418806
sbheka,3.84367024384244e-06
sbhi,3.074936195073952e-05
sbi,7.68734048768488e-06
sbji,3.84367024384244e-06
sbka,3.459303219458196e-05
sbkch,3.84367024384244e-06
sbke,7.68734048768488e-06
sbki,1.9218351219212203e-05
sbko,4.996771316995172e-05
sblondon,3.84367024384244e-06
sbme,3.84367024384244e-06
sbne,3.84367024384244e-06
sbs,1.537468097536976e-05
sbse,4.612404292610928e-05
sbsecconfessions,3.84367024384244e-06
sc,7.687340487684881e-05
scabies,3.84367024384244e-06
scam,3.8436702438424406e-05
scams,1.153101073152732e-05
scan,3.84367024384244e-06
scandal,3.84367024384244e-06
scare,3.84367024384244e-06
scared,1.153101073152732e-05
scares,3.84367024384244e-06
scarf,3.84367024384244e-06
scarfacial,3.84367024384244e-06
scariest,3.84367024384244e-06
scarlet,7.68734048768488e-06
scarlett,3.84367024384244e-06
scarry,3.84367024384244e-06
scary,7.68734048768488e-06
scchi,3.84367024384244e-06
scene,5.3811383413794166e-05
scenes,1.537468097536976e-05
sch,4.2280372682266844e-05
schalke,3.84367024384244e-06
scheduld,3.84367024384244e-06
schedule,2.6905691706897083e-05
scheduled,1.537468097536976e-05
schema,3.84367024384244e-06
scheme,7.68734048768488e-06
schemes,7.68734048768488e-06
schha,3.84367024384244e-06
schi,7.68734048768488e-06
schizophrenia,3.84367024384244e-06
schl,3.84367024384244e-06
schme,3.84367024384244e-06
scholarship,1.153101073152732e-05
scholarships,3.84367024384244e-06
scholes,3.84367024384244e-06
school,0.0007841087297438578
schooldays,3.84367024384244e-06
schoolg,3.84367024384244e-06
schoolmates,3.84367024384244e-06
schoolo,3.84367024384244e-06
schools,3.074936195073952e-05
schta,3.84367024384244e-06
schuh,3.84367024384244e-06
sci,3.84367024384244e-06
sciatica,3.84367024384244e-06
science,3.8436702438424406e-05
scienceg,1.537468097536976e-05
scleroderma,3.84367024384244e-06
sclerosis,3.84367024384244e-06
scnd,7.68734048768488e-06
scold,3.84367024384244e-06
scolded,3.84367024384244e-06
scolding,3.84367024384244e-06
scolds,3.84367024384244e-06
scoop,3.84367024384244e-06
scooter,5.7655053657636605e-05
scooty,3.84367024384244e-06
scope,3.84367024384244e-06
scorcher,3.84367024384244e-06
score,0.00011531010731527321
scoreboard,3.84367024384244e-06
scorecard,7.68734048768488e-06
scored,3.8436702438424406e-05
scorer,3.84367024384244e-06
scorers,3.84367024384244e-06
scores,3.84367024384244e-06
scoring,1.537468097536976e-05
scorpio,3.84367024384244e-06
scott,3.074936195073952e-05
scotty,3.84367024384244e-06
scouser,3.84367024384244e-06
scousers,3.84367024384244e-06
scout,3.84367024384244e-06
scouter,3.84367024384244e-06
scowls,3.84367024384244e-06
scrabble,3.84367024384244e-06
scrap,3.84367024384244e-06
scrapie,3.84367024384244e-06
scratch,3.84367024384244e-06
scream,3.84367024384244e-06
screaming,7.68734048768488e-06
screen,1.9218351219212203e-05
screening,7.68734048768488e-06
screens,3.84367024384244e-06
screw,7.68734048768488e-06
screwing,3.84367024384244e-06
scrimmage,7.68734048768488e-06
script,2.6905691706897083e-05
scripts,3.84367024384244e-06
scriptwriter,3.84367024384244e-06
scroll,3.84367024384244e-06
scrotum,3.84367024384244e-06
scroungers,3.84367024384244e-06
scrubbin,3.84367024384244e-06
scst,3.84367024384244e-06
scte,3.84367024384244e-06
scul,3.84367024384244e-06
scurvy,3.84367024384244e-06
sd,7.68734048768488e-06
sda,3.84367024384244e-06
se,0.006645705851603579
sea,7.68734048768488e-06
sean,3.84367024384244e-06
search,3.8436702438424406e-05
searching,1.537468097536976e-05
season,0.000192183512192122
seasons,1.153101073152732e-05
seat,0.00021140186341133421
seatain,3.84367024384244e-06
seaten,3.84367024384244e-06
seats,0.00010377909658374588
seattle,3.84367024384244e-06
sec,7.68734048768488e-06
seciton,3.84367024384244e-06
second,0.0001229974478029581
seconda,3.84367024384244e-06
secondary,3.84367024384244e-06
seconds,7.68734048768488e-06
secret,3.074936195073952e-05
secretary,1.537468097536976e-05
secrets,7.68734048768488e-06
secs,3.84367024384244e-06
section,8.456074536453369e-05
sector,3.84367024384244e-06
sectors,3.84367024384244e-06
secular,4.2280372682266844e-05
secularism,1.153101073152732e-05
secured,3.84367024384244e-06
security,5.3811383413794166e-05
secy,3.84367024384244e-06
sedka,3.84367024384244e-06
see,0.0007917960702315427
seed,3.84367024384244e-06
seedha,3.074936195073952e-05
seedhe,1.153101073152732e-05
seedhi,3.84367024384244e-06
seedi,3.84367024384244e-06
seeds,3.84367024384244e-06
seee,3.84367024384244e-06
seeeti,7.68734048768488e-06
seeing,6.534239414532148e-05
seej,3.84367024384244e-06
seek,1.153101073152732e-05
seeker,3.84367024384244e-06
seekers,3.84367024384244e-06
seekh,2.6905691706897083e-05
seekha,3.84367024384244e-06
seekhe,3.84367024384244e-06
seekhega,7.68734048768488e-06
seekhke,3.84367024384244e-06
seekhna,1.153101073152732e-05
seekho,3.84367024384244e-06
seekhte,7.68734048768488e-06
seeking,3.84367024384244e-06
seem,3.074936195073952e-05
seema,3.84367024384244e-06
seemao,3.84367024384244e-06
seemed,3.84367024384244e-06
seeming,3.84367024384244e-06
seems,8.840441560837613e-05
seen,0.0001229974478029581
seena,1.153101073152732e-05
seene,3.84367024384244e-06
seeng,3.84367024384244e-06
sees,1.153101073152732e-05
seet,3.84367024384244e-06
sefp,1.9218351219212203e-05
sefton,3.84367024384244e-06
sefty,3.84367024384244e-06
sega,2.306202146305464e-05
segment,3.84367024384244e-06
segments,3.84367024384244e-06
segunda,3.84367024384244e-06
sehan,3.84367024384244e-06
sehar,3.84367024384244e-06
sehat,7.68734048768488e-06
sehjaad,3.84367024384244e-06
sehmat,1.537468097536976e-05
sehna,3.84367024384244e-06
sehwag,1.9218351219212203e-05
sei,3.84367024384244e-06
seikh,3.84367024384244e-06
seke,3.84367024384244e-06
sekera,1.153101073152732e-05
sekhar,3.84367024384244e-06
sekho,3.84367024384244e-06
sekta,3.84367024384244e-06
sekte,7.68734048768488e-06
select,3.8436702438424406e-05
selected,1.537468097536976e-05
selecting,7.68734048768488e-06
selection,7.68734048768488e-06
selective,3.84367024384244e-06
self,5.3811383413794166e-05
selfi,3.84367024384244e-06
selfie,3.459303219458196e-05
selfieee,3.84367024384244e-06
selfies,3.84367024384244e-06
selfish,7.68734048768488e-06
sell,1.537468097536976e-05
seller,7.68734048768488e-06
selling,1.537468097536976e-05
sells,7.68734048768488e-06
selman,3.84367024384244e-06
selpy,3.84367024384244e-06
sem,2.306202146305464e-05
sema,3.84367024384244e-06
semao,3.84367024384244e-06
semen,3.84367024384244e-06
semester,1.537468097536976e-05
semetary,3.84367024384244e-06
semi,1.9218351219212203e-05
semifinal,3.84367024384244e-06
seminar,7.68734048768488e-06
semis,1.537468097536976e-05
sen,3.84367024384244e-06
sena,1.153101073152732e-05
senate,3.84367024384244e-06
senator,3.84367024384244e-06
send,9.224808585221857e-05
sending,7.68734048768488e-06
sendmetoasleep,3.84367024384244e-06
